,R1,G1,B1,R2,G2,B2,R3,G3,B3,R4,G4,B4,R5,G5,B5,rating
748,0.54902,0.42745,0.31765,0.94902,0.92941,0.86275,0.74902,0.7098,0.58431,0.035294,0.031373000000000005,0.14902,0.0078431,0.0,0.05098,4.5
749,0.2,0.05098,0.039216,0.2902,0.12549000000000002,0.082353,0.52157,0.30196,0.14118,0.65098,0.46275,0.19608,0.81176,0.65882,0.22745,4.5
750,0.27451,0.27843,0.35686,0.48627,0.40784,0.4549,0.83529,0.47451,0.56471,0.89412,0.89412,0.89412,0.66275,0.7529399999999999,0.8235299999999999,4.5
751,0.8392200000000001,0.72941,1.0,0.41961,0.36471,0.49804,0.65882,0.43137,1.0,0.52941,0.3451,0.8,0.32941,0.21569,0.49804,4.5
752,0.47059,0.41569,0.21961,0.43529,0.52941,0.34118000000000004,0.67843,0.65098,0.39216,0.8392200000000001,0.6705899999999999,0.29412,1.0,0.72549,0.1098,4.5
753,0.18824,0.13725,0.13333,0.32941,0.28235,0.20784,0.52157,0.51373,0.32941,0.6705899999999999,0.61961,0.35294000000000003,0.44314,0.54118,0.34902,4.5
754,0.18824,0.16471,0.17647000000000002,0.33333,0.0,0.0,0.7215699999999999,0.15294000000000002,0.070588,0.87059,0.67843,0.0,0.88235,0.7843100000000001,0.62745,4.5
755,0.74902,0.24706,0.20392,0.85098,0.3451,0.23137,0.94902,0.8902,0.83529,0.85098,0.61961,0.18824,0.27451,0.34902,0.33725,4.5
756,1.0,0.73725,0.38824,0.3098,0.18431,0.18431,0.4549,0.32157,0.19608,0.80392,0.54902,0.3451,0.89412,0.74902,0.45882,4.5
757,0.035294,0.16471,0.18824,0.2,0.35686,0.34902,0.43529,0.5019600000000001,0.49804,0.87059,0.8392200000000001,0.8549,0.74902,0.20784,0.11765,4.5
758,0.10196,0.16078,0.05098,0.27059,0.34118000000000004,0.21176,0.48235,0.5098,0.47451,0.6431399999999999,0.52941,0.72941,0.72549,0.39608,1.0,4.5
759,0.16471,0.047059,0.25882,0.24706,0.19608,0.4902,0.34902,0.44314,0.63137,0.38824,0.69412,0.7098,0.4549,0.8392200000000001,0.6078399999999999,4.5
760,0.32941,0.30196,0.38039,0.52941,0.43137,0.49804,0.7215699999999999,0.53725,0.52157,0.8784299999999999,0.61961,0.52549,1.0,0.67451,0.46667,4.5
761,0.031373000000000005,0.3098,0.21176,0.05098,0.2,0.18824,0.1098,0.05098,0.0,0.3098,0.23137,0.031373000000000005,0.5098,0.42353,0.20392,4.5
762,0.94902,0.76078,0.76078,0.94902,0.55294,0.55294,0.60392,0.65098,0.26667,0.36863,0.45098,0.19608,0.17255,0.17647000000000002,0.1451,4.5
763,0.05098,0.0,0.0,0.54902,0.42745,0.31765,0.34902,0.26667,0.19608,0.94902,0.93725,0.87451,0.6902,0.8196100000000001,0.85098,4.5
764,0.3098,0.28235,0.3098,0.11373,0.34118000000000004,0.07451,0.32157,0.5098,0.31373,0.54118,0.72941,0.59608,0.7411800000000001,1.0,0.7882399999999999,4.5
765,0.8784299999999999,0.8,0.39608,0.88235,1.0,0.95686,0.47843,0.92157,0.70196,0.070588,0.6902,0.6470600000000001,0.027451,0.13333,0.14902,4.5
766,0.25098000000000004,0.10196,0.090196,0.5451,0.14902,0.18039,0.7529399999999999,0.29804,0.25882,0.6705899999999999,0.7529399999999999,0.26667,0.94902,0.91373,0.80784,4.5
767,0.84314,0.29804,0.27843,0.3607800000000001,0.05098,0.070588,0.51765,0.49412,0.25882,0.8196100000000001,0.5098,0.047059,0.16078,0.043137,0.035294,4.5
768,0.94902,0.94902,0.94902,0.74902,0.098039,0.039216,0.85098,0.21961,0.078431,0.94902,0.74902,0.36863,0.32157,0.70196,0.85098,4.5
769,0.2,0.13333,0.1098,0.29804,0.19216,0.16471,0.4,0.30196,0.32157,0.8,0.55294,0.51373,0.89804,0.7568600000000001,0.6705899999999999,4.5
770,0.47843,1.0,0.58824,0.46667,0.7098,0.59216,0.46667,0.6117600000000001,0.58431,0.43922,0.54118,0.54902,0.20784,1.0,0.34902,4.5
771,0.14118,0.16471,0.25098000000000004,0.14118,0.2,0.1451,0.098039,0.14118,0.10588,0.06666699999999999,0.090196,0.070588,0.0,0.0,0.0,4.5
772,0.74902,0.21569,0.16471,0.38039,0.086275,0.2,0.5019600000000001,0.082353,0.23529,0.94902,0.79608,0.019608,0.94902,0.8862700000000001,0.019608,4.5
773,0.098039,0.25882,0.32941,0.15686,0.45882,0.32941,0.24706,0.61961,0.26667,0.56471,0.8,0.38431,0.96863,0.9451,0.58039,4.5
774,0.38039,0.30196,0.20784,0.67843,0.6352899999999999,0.55686,0.74902,0.7451,0.73725,0.63137,0.67843,0.6431399999999999,0.33725,0.35294000000000003,0.38039,4.5
775,1.0,1.0,1.0,0.7058800000000001,0.76863,0.71765,0.6078399999999999,0.68235,0.60392,0.35686,0.37255,0.31373,0.11765,0.12157,0.090196,4.5
776,0.32157,0.06274500000000001,0.086275,0.8,0.027451,0.12157,0.73725,0.76078,0.7568600000000001,0.65098,0.62745,0.2,0.28235,0.34118000000000004,0.047059,4.5
777,0.21569,0.25098000000000004,0.21176,0.36471,0.45882,0.39608,0.8862700000000001,0.9451,0.73725,0.76078,0.56863,0.19608,0.8235299999999999,0.19216,0.10196,4.5
778,0.05098,0.05098,0.05098,0.94902,0.94902,0.94902,0.71373,0.90588,0.94902,0.35686,0.59608,0.65098,0.25098000000000004,0.098039,0.13725,4.5
779,0.8862700000000001,0.82745,0.7529399999999999,0.94902,0.50588,0.46667,0.86667,0.65098,0.4902,0.50588,0.5451,0.7882399999999999,0.22353,0.19216,0.23529,4.5
780,0.45098,0.25882,0.18824,0.54902,0.43529,0.33725,0.65098,0.58824,0.5019600000000001,0.58431,0.74902,0.74902,0.5019600000000001,0.65098,0.65098,4.5
781,0.47843,0.74902,0.67451,0.85098,0.8196100000000001,0.72941,0.74902,0.63922,0.5764699999999999,0.54902,0.38039,0.41176,0.25098000000000004,0.17647000000000002,0.19216,4.5
782,0.94902,0.94902,0.94902,0.10196,0.10196,0.14902,0.94902,0.32157,0.61569,0.85098,0.38431,0.6,0.85882,0.55686,0.6902,4.5
783,1.0,1.0,0.80784,0.7215699999999999,0.59216,0.45882,0.47451,0.22745,0.15686,0.36863,0.24314,0.039216,0.66667,0.50588,0.31373,4.5
784,0.6,0.35686,0.26667,0.58824,0.42353,0.28235,0.54902,0.45882,0.29804,0.4902,0.46667,0.3098,0.35686,0.38824,0.2902,4.5
785,0.94902,0.94902,0.94902,0.70196,0.94902,0.92549,0.47451,0.94902,0.90196,0.29412,0.76471,0.94902,0.18039,0.59216,0.94902,4.5
786,0.43922,0.38039,0.26275,0.3098,0.2549,0.19608,0.24706,0.27843,0.21569,0.38039,0.38039,0.26667,0.43922,0.38824,0.26275,4.5
787,0.76078,0.73725,0.6902,0.38824,0.52157,0.52941,0.50588,0.65098,0.65098,0.1451,0.30196,0.36863,0.0039216,0.22353,0.27059,4.5
788,0.49804,0.42353,0.43922,0.5764699999999999,0.51373,0.52549,0.65098,0.59216,0.6117600000000001,0.61961,0.54902,0.65098,0.51373,0.42353,0.54902,4.5
789,0.97647,0.6117600000000001,0.19608,0.035294,0.06666699999999999,0.07451,0.054902,0.11765,0.11765,0.070588,0.17255,0.16863,0.11373,0.34902,0.31765,4.5
790,0.8784299999999999,0.078431,0.49804,0.7803899999999999,0.18431,0.46275,0.6705899999999999,0.2549,0.41569,0.54118,0.26275,0.34118000000000004,0.15294000000000002,0.14118,0.16863,4.5
791,0.20392,0.35686,0.3607800000000001,0.3451,0.41176,0.43922,0.5098,0.42745,0.5019600000000001,0.74902,0.45882,0.4549,1.0,0.20784,0.06274500000000001,4.5
792,1.0,1.0,1.0,0.8196100000000001,0.9098,0.8784299999999999,0.70196,0.85098,0.8,0.57255,0.65098,0.6352899999999999,0.44706,0.52157,0.54902,4.5
793,0.98824,0.89412,0.38431,1.0,0.94902,0.76471,0.72941,0.76863,0.24314,0.054902,0.21961,0.25098000000000004,1.0,0.8235299999999999,0.56471,4.5
794,0.16471,0.16863,0.20784,0.27059,0.30588000000000004,0.24314,0.55686,0.47059,0.43922,0.45098,0.45882,0.50588,0.73333,0.80784,0.67843,4.5
795,0.43922,0.07451,0.16471,0.54118,0.06274500000000001,0.18431,0.7411800000000001,0.7058800000000001,0.16078,0.43922,0.41569,0.05098,0.24706,0.6470600000000001,0.7843100000000001,4.5
796,0.32549,0.26275,0.17255,0.6902,0.56863,0.37255,0.81176,0.6902,0.52941,0.6431399999999999,0.4549,0.30588000000000004,0.31765,0.15294000000000002,0.12549000000000002,4.5
797,0.98431,0.21569,0.21961,0.85098,0.53725,0.35686,0.96471,0.7568600000000001,0.2549,0.7451,0.71373,0.21569,0.14118,0.41176,0.65098,4.5
798,0.34902,0.18039,0.082353,0.45098,0.34902,0.26275,0.65098,0.41961,0.21961,0.05098,0.047059,0.0,0.0,0.0039216,0.05098,4.5
799,0.65098,0.61569,0.14902,0.4,0.45098,0.0078431,0.19608,0.25098000000000004,0.0039216,0.10196,0.14902,0.0039216,0.9451,0.92157,0.93725,4.5
800,0.72549,0.3098,0.1451,1.0,0.7843100000000001,0.2902,0.84706,0.58824,0.21176,0.25098000000000004,0.23529,0.0039216,0.10588,0.53333,0.45882,4.5
801,0.94902,0.79608,0.019608,0.38431,0.45098,0.24706,0.078431,0.14902,0.090196,0.027451,0.035294,0.05098,0.2549,0.51373,0.85098,4.5
802,0.30196,0.20392,0.14902,0.22353,0.14902,0.10196,0.81176,0.5607800000000001,0.41961,0.5098,0.3607800000000001,0.29412,0.14902,0.098039,0.06274500000000001,4.5
803,0.9451,0.76078,0.58039,0.94902,0.5607800000000001,0.47451,0.94902,0.43922,0.32157,0.21961,0.0078431,0.0078431,0.14902,0.090196,0.13333,4.5
804,0.49412,0.67843,0.67843,0.49412,0.43922,0.38824,0.85882,0.7215699999999999,0.55294,0.98431,0.9098,0.93333,0.32157,0.31373,0.31765,4.5
805,0.27059,0.16471,0.16078,0.6902,0.41961,0.29412,0.74902,0.60392,0.39608,0.49804,0.39216,0.3098,0.25098000000000004,0.21176,0.15686,4.5
806,0.15686,0.17255,0.18039,0.23922,0.23137,0.27843,0.2902,0.31765,0.43137,0.36863,0.4902,0.65098,0.37647,0.5019600000000001,0.9098,4.5
807,0.65098,0.3098,0.011765,0.85098,0.6352899999999999,0.37255,0.13333,0.0039216,0.14902,0.21961,0.0039216,0.25098000000000004,0.44314,0.0078431,0.45098,4.5
808,0.76078,0.76078,0.6,1.0,0.94118,0.65098,0.63922,0.8,0.6862699999999999,0.5451,0.69804,0.0,0.32549,0.43922,0.0,4.5
809,0.28627,0.54118,0.67843,0.07451,0.20784,0.27843,0.039216,0.16863,0.23922,0.078431,0.28235,0.38824,0.11373,0.26667,0.34902,4.5
810,0.58824,0.42745,0.32941,1.0,0.51373,0.25098000000000004,0.85882,0.8156899999999999,0.20784,0.92157,0.88235,0.34902,0.7058800000000001,0.89804,0.51373,4.5
811,0.34118000000000004,0.1098,0.0,0.47059,0.47059,0.46275,0.21569,0.23137,0.27843,0.90588,0.9098,0.89412,0.63137,0.31373,0.13725,4.5
812,0.25098000000000004,0.12157,0.05098,0.65098,0.4,0.2549,0.85098,0.59608,0.37255,0.3607800000000001,0.45098,0.31765,0.34902,0.17255,0.32157,4.5
813,0.6431399999999999,0.76078,0.54118,0.58039,0.49412,0.2549,0.21176,0.19608,0.16863,0.18039,0.12549000000000002,0.12157,0.12941,0.078431,0.1098,4.5
814,0.14118,0.0,0.11765,0.23137,0.023529,0.16863,0.34118000000000004,0.11373,0.24706,1.0,0.54118,0.57255,1.0,0.67843,0.58824,4.5
815,0.85098,0.76078,0.6549,0.65098,0.53333,0.38824,0.45098,0.36471,0.21176,0.14902,0.12157,0.06666699999999999,0.85098,0.70196,0.26275,4.5
816,0.6862699999999999,0.6902,0.69804,0.88235,0.66667,0.62745,0.6902,0.4902,0.48627,0.23529,0.38039,0.38431,0.12549000000000002,0.12549000000000002,0.12941,4.5
817,0.18824,0.094118,0.2,0.3451,0.25098000000000004,0.3607800000000001,0.50588,0.4902,0.43529,0.87059,0.82745,0.72549,0.96863,0.97647,0.9098,4.5
818,0.81176,0.89412,0.89804,0.3451,0.39608,0.4,0.65098,0.63922,0.5607800000000001,0.29804,0.25882,0.28235,0.6,0.5764699999999999,0.59216,4.5
819,0.45098,0.33333,0.11373,0.65098,0.54118,0.21569,0.53333,0.71373,0.94902,0.31765,0.37647,0.54902,0.05098,0.047059,0.14902,4.5
820,0.14902,0.14902,0.14902,0.65098,0.45882,0.41569,0.54902,0.5451,0.53333,0.48627,0.65098,0.32549,0.94902,0.94902,0.94902,4.5
821,0.74902,0.18824,0.18824,0.94902,0.88235,0.84706,0.94902,0.62745,0.23922,0.94902,0.71765,0.28627,0.098039,0.25098000000000004,0.20784,4.5
822,0.27059,0.13333,0.20392,0.31373,0.36863,0.2902,0.74902,0.7098,0.49412,0.56863,0.52941,0.36471,0.27843,0.23922,0.19608,4.5
823,0.65098,0.8549,0.8,0.41176,0.67843,0.41569,0.51765,0.58824,0.090196,0.63922,0.39216,0.12941,1.0,0.86667,0.37255,4.5
824,0.94902,0.94902,0.94902,0.6078399999999999,0.73725,0.74902,0.22745,0.51765,0.54902,0.15686,0.23922,0.25098000000000004,0.0,0.0039216,0.05098,4.5
825,0.25098000000000004,0.25098000000000004,0.25098000000000004,0.94902,0.94118,0.94118,0.85098,0.83137,0.8235299999999999,0.44314,0.38824,0.45098,0.74902,0.6902,0.7058800000000001,4.5
826,0.18039,0.17255,0.18824,0.37255,0.4,0.3607800000000001,0.44314,0.6,0.4549,0.52549,0.81176,0.65882,0.58431,1.0,0.9098,4.5
827,0.10588,0.05098,0.019608,0.84314,0.6902,0.69804,0.74902,0.3607800000000001,0.30196,0.43529,0.05098,0.12157,0.098039,0.039216,0.05098,4.5
828,0.54902,0.011765,0.011765,0.74902,0.7058800000000001,0.47843,0.74902,0.7411800000000001,0.6078399999999999,0.082353,0.34902,0.0078431,0.10588,0.45098,0.0078431,4.5
829,0.68235,0.71373,0.66275,0.80784,0.81176,0.74902,0.11765,0.11765,0.078431,0.33725,0.31373,0.086275,0.10196,0.1451,0.12157,4.5
830,0.94902,0.90196,0.2549,0.94118,0.94902,0.94902,0.58039,0.80784,0.94902,0.0078431,0.28235,0.45098,0.011765,0.29804,0.54902,4.5
831,1.0,0.94902,0.81176,0.94118,0.85882,0.69804,0.8392200000000001,0.71765,0.53333,0.7803899999999999,0.59216,0.38039,0.25882,0.094118,0.0039216,4.5
832,0.14902,0.0039216,0.0039216,0.34902,0.070588,0.0078431,0.74902,0.29412,0.12941,0.94902,0.66667,0.41961,0.94902,0.87059,0.62745,4.5
833,0.54902,0.33725,0.33725,0.14902,0.0039216,0.0039216,0.85098,0.7568600000000001,0.74902,0.34902,0.16078,0.1451,0.65098,0.51373,0.48235,4.5
834,0.0,0.3098,0.34118000000000004,0.0,0.40392,0.43922,0.0,0.56471,0.61961,0.0,0.66667,0.76078,0.035294,0.81176,0.92941,4.5
835,0.94902,0.85882,0.30588000000000004,0.69804,0.63137,0.14902,0.47059,0.43922,0.035294,0.18824,0.18431,0.0,0.52941,0.027451,0.0,4.5
836,0.89412,0.71373,0.58039,0.5451,0.9451,0.89412,0.0039216,0.25098000000000004,0.22745,0.0078431,0.34902,0.31765,0.83137,0.29804,0.7215699999999999,4.5
837,0.99608,0.96078,0.32157,0.94118,0.92941,0.6117600000000001,0.48627,0.62353,0.52941,0.15294000000000002,0.43137,0.37647,0.0,0.13333,0.23922,4.5
838,0.61961,0.46667,0.27451,0.96078,0.86275,0.57255,0.67843,0.58824,0.33725,0.27843,0.23137,0.11765,0.16078,0.10196,0.05098,4.5
839,0.85098,0.22745,0.16863,0.85098,0.43922,0.34902,0.34902,0.070588,0.0078431,0.65098,0.58431,0.46275,0.24314,0.34902,0.13333,4.5
840,0.082353,0.28235,0.34902,0.28627,0.70196,0.74902,0.090196,0.38431,0.45098,0.12941,0.55294,0.65098,0.12157,0.5019600000000001,0.65098,4.5
841,0.65098,0.41176,0.12157,0.74902,0.53725,0.14118,0.85098,0.73333,0.16078,0.47843,0.54902,0.21569,0.13725,0.34902,0.32941,4.5
842,0.85882,0.89804,0.81176,0.95686,1.0,0.90588,0.40784,0.42745,0.38824,0.71765,0.74902,0.67843,0.38824,0.40784,0.36863,4.5
843,0.44314,0.019608,0.043137,1.0,1.0,1.0,0.38039,0.6549,0.7803899999999999,0.11765,0.5019600000000001,0.70196,0.32941,0.40784,0.45882,4.5
844,0.55686,0.72941,0.87059,0.66275,0.8392200000000001,0.8784299999999999,0.76471,0.87059,0.84314,0.84314,0.8784299999999999,0.79608,0.98824,0.97647,0.90196,4.5
845,0.22745,0.12157,0.12549000000000002,0.18039,0.1098,0.11765,0.27843,0.18039,0.19608,0.2902,0.16863,0.27451,0.25882,0.098039,0.27451,4.5
846,0.05098,0.05098,0.05098,0.8392200000000001,0.28235,0.85098,0.5451,0.14902,0.54902,0.24706,0.027451,0.25098000000000004,0.14902,0.011765,0.14902,4.5
847,0.5098,0.6705899999999999,0.39608,0.015686000000000002,0.76863,0.85098,0.16863,0.23922,0.13725,0.043137,0.13333,0.070588,0.95686,0.97647,0.96078,4.5
848,0.11765,0.13333,0.16863,0.35686,0.5019600000000001,0.57255,0.43529,0.61569,0.7451,0.89412,0.58824,0.094118,0.98431,0.8862700000000001,0.07451,4.5
849,0.054902,0.090196,0.1098,0.11373,0.18431,0.18824,0.26667,0.41176,0.3607800000000001,0.65098,0.96863,0.6862699999999999,0.8196100000000001,0.7529399999999999,0.0,4.5
850,0.15294000000000002,0.27843,0.27451,0.31765,0.6,0.49804,0.76863,0.66667,0.32157,0.36863,0.25098000000000004,0.054902,0.21176,0.12157,0.06666699999999999,4.5
851,0.32549,0.24314,0.22353,0.37647,0.19216,0.16078,0.58431,0.34118000000000004,0.2902,0.87451,0.6470600000000001,0.55294,0.65098,0.47451,0.48627,4.5
852,0.77647,0.32549,0.14902,0.21569,0.16863,0.12157,0.96078,0.91765,0.7921600000000001,0.85098,0.65098,0.28235,0.35294000000000003,0.45098,0.35686,4.5
853,0.53333,0.31373,0.29804,0.81176,0.43137,0.25882,0.9451,0.54118,0.28235,1.0,0.7568600000000001,0.43922,0.22745,0.28235,0.43922,4.5
854,0.6549,0.2,0.10196,0.49412,0.094118,0.0078431,0.45098,0.52941,0.18824,0.13333,0.14902,0.0039216,0.0039216,0.05098,0.0,4.5
855,0.30196,0.30196,0.30196,0.2902,0.2902,0.2902,0.6078399999999999,0.6078399999999999,0.6078399999999999,0.85098,0.85098,0.85098,0.94902,0.94902,0.94902,4.5
856,0.34902,0.20784,0.15686,0.54902,0.33725,0.21569,0.7411800000000001,0.5451,0.3098,0.85098,0.62353,0.42353,0.94902,0.7803899999999999,0.56863,4.5
857,0.27843,0.19608,0.1451,0.94118,0.7411800000000001,0.7411800000000001,0.58824,0.52941,0.3451,0.87451,0.8784299999999999,0.9098,0.71373,0.32941,0.0,4.5
858,0.0,0.0,0.0,0.06666699999999999,0.090196,0.13725,0.027451,0.082353,0.086275,0.32157,0.3607800000000001,0.32549,0.41176,0.39216,0.38039,4.5
859,0.7098,0.74902,0.5607800000000001,0.5019600000000001,0.6078399999999999,0.74902,0.29804,0.36471,0.45098,0.36863,0.42745,0.54902,0.7215699999999999,0.7529399999999999,0.85098,4.5
860,0.52941,0.62745,0.5607800000000001,0.16078,0.37647,0.27843,0.23922,0.5764699999999999,0.5019600000000001,0.23137,0.53725,0.62745,0.50588,0.66667,0.66667,4.5
861,0.54902,0.12157,0.12157,0.85098,0.13725,0.19608,0.94902,0.7529399999999999,0.6352899999999999,0.94902,0.8902,0.71373,0.22353,0.20392,0.34902,4.5
862,0.45098,0.33725,0.20392,0.74902,0.62745,0.51765,0.85098,0.8392200000000001,0.86667,0.6902,0.74902,0.7098,0.52549,0.58039,0.51373,4.5
863,0.34902,0.098039,0.078431,0.85098,0.7098,0.58824,0.05098,0.043137,0.031373000000000005,0.94902,0.94902,0.94118,0.10588,0.2549,0.34902,4.5
864,0.05098,0.05098,0.05098,0.45098,0.0078431,0.0078431,0.94902,0.46275,0.41961,1.0,0.80392,0.7058800000000001,0.21176,0.34902,0.0078431,4.5
865,0.4902,0.39608,0.24706,0.7882399999999999,0.65882,0.44706,1.0,1.0,1.0,0.7098,0.7529399999999999,0.7882399999999999,0.37647,0.43529,0.4902,4.5
866,0.18431,0.18824,0.20392,0.45098,0.41176,0.40784,0.65098,0.6078399999999999,0.59216,0.85098,0.83529,0.8235299999999999,0.98039,0.62745,0.32941,4.5
867,0.21176,0.27451,0.34902,0.31765,0.39608,0.54902,0.41961,0.52941,0.74902,0.17255,0.23137,0.34902,0.88235,0.87451,0.94902,4.5
868,0.0,0.18431,0.3607800000000001,0.2902,0.39608,0.63922,0.96471,0.65882,0.0,1.0,0.80784,0.10588,1.0,1.0,1.0,4.5
869,0.7411800000000001,0.07451,0.0078431,0.90196,0.39216,0.047059,0.94902,0.89804,0.1098,0.043137,0.52549,0.76078,0.0039216,0.11373,0.29804,4.5
870,0.94902,0.53725,0.38824,0.85098,0.8392200000000001,0.66275,0.85098,0.8235299999999999,0.42353,0.70196,0.73333,0.59216,0.6117600000000001,0.6117600000000001,0.39216,4.5
871,0.65098,0.22353,0.12941,0.43529,0.35294000000000003,0.29804,0.74902,0.71373,0.6078399999999999,0.54902,0.52941,0.42353,0.28235,0.20784,0.22353,4.5
872,0.26275,0.25098000000000004,0.62745,0.38824,0.26667,0.66667,0.44314,0.25882,0.5764699999999999,0.62745,0.25098000000000004,0.54118,0.6078399999999999,0.26667,0.66667,4.5
873,1.0,0.4,0.0,1.0,1.0,1.0,0.6,0.8,0.0,1.0,0.06666699999999999,0.53333,0.0,0.62745,0.77647,4.5
874,0.19216,0.15294000000000002,0.18824,0.74902,0.7529399999999999,0.59608,0.65098,0.019608,0.13333,0.54902,0.027451,0.16863,0.41961,0.0078431,0.06274500000000001,4.5
875,0.54902,0.41569,0.33725,0.086275,0.047059,0.039216,0.043137,0.019608,0.019608,0.29804,0.2549,0.23137,0.8156899999999999,0.76471,0.72941,4.5
876,0.74902,0.28627,0.015686000000000002,0.4902,0.54902,0.27451,0.5607800000000001,0.65098,0.23529,0.22353,0.34902,0.13725,0.13333,0.25098000000000004,0.11765,4.5
877,0.45098,0.93333,1.0,0.9098,0.72549,0.3607800000000001,1.0,0.14118,0.5019600000000001,1.0,1.0,1.0,0.8156899999999999,0.9098,0.35294000000000003,4.5
878,1.0,0.28627,0.19608,0.9098,0.36863,0.18039,1.0,0.55294,0.24706,0.92941,0.66667,0.12941,0.9098,0.70196,0.65882,4.5
879,0.56863,0.49412,0.34118000000000004,0.90196,0.83529,0.70196,0.65882,0.6078399999999999,0.58039,0.37647,0.38039,0.21569,0.25098000000000004,0.24706,0.19608,4.5
880,0.6117600000000001,0.6117600000000001,0.53725,0.90196,0.94118,0.96863,0.34902,0.53725,0.70196,0.18824,0.28235,0.43922,0.054902,0.17255,0.3098,4.5
881,0.85098,0.74902,0.62745,0.45098,0.40784,0.28235,0.65098,0.29412,0.45882,0.45098,0.19608,0.2902,0.85098,0.7568600000000001,0.7803899999999999,4.5
882,0.53333,0.7921600000000001,0.8,0.51373,0.8549,1.0,1.0,0.91765,0.76471,0.8,0.76078,0.53333,0.57255,0.41176,0.5098,4.5
883,0.86275,0.86667,0.80392,0.30196,0.2902,0.082353,0.44314,0.63137,0.23137,0.12157,0.39216,0.74902,0.078431,0.27059,0.65098,4.5
884,0.55686,0.5607800000000001,0.52549,0.25882,0.25882,0.25882,0.16078,0.1451,0.1451,0.25098000000000004,0.31373,0.38039,0.4549,0.45882,0.41569,4.5
885,0.094118,0.094118,0.094118,0.94902,0.94902,0.94902,0.74902,0.72941,0.65882,0.54902,0.51765,0.42353,0.94902,0.11373,0.11373,4.5
886,0.35686,0.61961,0.97255,0.07451,0.2,0.36863,0.76078,0.59216,0.27843,0.45882,0.3451,0.12157,1.0,0.8156899999999999,0.46667,4.5
887,0.8,0.15294000000000002,0.46275,0.49804,0.24314,0.36863,1.0,0.18824,0.58039,0.49804,0.094118,0.2902,1.0,0.4902,0.73725,4.5
888,0.95686,0.52941,0.23137,1.0,0.23922,0.05098,0.91765,0.9451,0.6117600000000001,0.1098,0.035294,0.05098,0.95294,0.55294,0.043137,4.5
889,0.45098,0.16078,0.054902,0.81176,0.38824,0.1451,0.33333,0.47843,0.5098,0.84314,0.8902,0.41961,0.52941,0.44314,0.13333,4.5
890,0.2902,0.27843,0.10196,0.52941,0.51765,0.2549,0.74902,0.69804,0.38039,0.89804,0.79608,0.41176,0.9098,0.7568600000000001,0.30196,4.5
891,0.2,0.2,0.2,0.94902,0.94902,0.94902,0.46667,0.56471,0.65098,0.20784,0.39216,0.54902,0.0078431,0.18824,0.34902,4.5
892,0.36863,0.7882399999999999,0.69412,0.96078,0.91373,0.6862699999999999,0.76078,0.72549,0.54118,0.25882,0.17647000000000002,0.12549000000000002,0.10196,0.16471,0.18039,4.5
893,0.94902,0.94902,0.80784,0.4,0.45098,0.40784,0.20392,0.25098000000000004,0.21569,0.031373000000000005,0.05098,0.039216,1.0,0.98824,1.0,4.5
894,0.89804,0.74902,0.44706,0.25098000000000004,0.20784,0.12549000000000002,1.0,0.83529,0.49804,0.74902,0.62353,0.37255,0.49804,0.41569,0.24706,4.5
895,0.15686,0.0078431,0.0039216,0.54902,0.25098000000000004,0.078431,0.74902,0.39216,0.082353,0.94902,0.57255,0.11373,0.94902,0.6705899999999999,0.15294000000000002,4.5
896,0.86275,0.96078,0.7058800000000001,0.58824,0.68235,0.6862699999999999,0.37255,0.50588,0.56863,0.043137,0.32941,0.49412,0.0,0.094118,0.23137,4.5
897,0.85098,0.30196,0.10196,0.85098,0.37255,0.094118,0.85098,0.63137,0.23137,0.65098,0.62353,0.2549,0.25882,0.54902,0.49804,4.5
898,0.65098,0.06666699999999999,0.011765,0.45098,0.0078431,0.0078431,0.92157,0.94902,0.94902,0.85098,0.60392,0.30588000000000004,0.58824,0.13333,0.0,4.5
899,0.0,0.0,0.0,0.25098000000000004,0.25098000000000004,0.25098000000000004,1.0,1.0,1.0,0.0,1.0,0.8,1.0,0.0,0.49804,4.5
900,0.94902,0.94902,0.94902,0.74902,0.66275,0.5019600000000001,0.54902,0.25882,0.36471,0.94902,0.38824,0.65098,0.14902,0.027451,0.10588,4.5
901,0.65098,0.54118,0.40784,0.34902,0.28627,0.21176,0.14902,0.1098,0.06274500000000001,0.94902,0.87451,0.73333,0.85098,0.7568600000000001,0.58824,4.5
902,1.0,0.18431,0.05098,0.34902,0.22353,0.0,0.8,0.3451,0.0,1.0,0.69804,0.05098,0.52157,0.31373,0.027451,4.5
903,0.91373,0.13333,0.91373,0.91373,0.21569,0.91373,0.91373,0.34902,0.91373,0.91373,0.56471,0.91373,0.91373,0.91373,0.91373,4.5
904,0.65098,0.011765,0.011765,0.94902,0.019608,0.019608,0.94902,0.94902,0.94902,0.0078431,0.11765,0.45098,0.015686000000000002,0.22353,0.85098,4.5
905,0.17647000000000002,0.031373000000000005,0.058824,0.24706,0.047059,0.082353,0.33725,0.23137,0.14902,0.51373,0.3451,0.21176,0.74902,0.5098,0.39608,4.5
906,0.85098,0.94902,0.70196,0.6352899999999999,0.94902,0.68235,0.94902,0.79608,0.027451,0.94902,0.52941,0.019608,0.94902,0.019608,0.3607800000000001,4.5
907,0.4549,0.40784,0.32157,0.16471,0.18039,0.17647000000000002,0.29804,0.36471,0.45098,0.10588,0.1451,0.1098,0.74902,0.7411800000000001,0.74902,4.5
