Id,Name,Target,L1,L2,L3,L4,L5,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
175795,"Lawyer",4.3333,95,75,25,25,65,0,0,0,45,0,0,5,0,30,15
175802,"possible",4,95,80,65,90,85,-45,-10,15,5,15,20,0,25,50,75
175824,"TrulyCol",4.3333,65,20,30,55,95,0,0,0,85,5,0,0,0,20,0
175841,"Behr2",4,95,85,70,60,40,0,0,20,45,65,10,15,40,55,30
175846,"Wisconsin",4,50,65,100,75,35,-15,-5,0,0,5,40,45,5,-25,0
175849,"Rena",4,65,85,100,50,30,5,20,5,15,20,15,10,0,10,15
175852,"Driftwood by the ocean",4,45,80,95,40,15,-5,-5,5,0,5,-10,5,15,20,15
176063,"Pixel",4,100,45,20,70,10,0,-10,0,-25,0,5,25,0,60,0
176067,"3rdEye",4,85,65,45,55,0,0,0,0,80,0,0,5,0,35,0
176071,"Hybrid",4,85,70,50,95,70,-5,-10,-10,-5,5,5,10,10,25,55
176074,"nameless eighteen",4,45,85,35,30,80,-25,0,15,0,-10,10,25,5,0,70
176170,"Taste The Color",4,65,70,60,55,50,-10,35,55,75,75,55,70,60,65,45
176351,"politics",5,40,60,70,75,85,55,40,25,10,-5,40,65,60,60,-5
176642,"Life after Death",4,95,100,90,35,40,-20,-10,-5,5,0,50,55,40,45,20
176728,"Vermont",4,25,65,5,55,25,-25,5,0,-30,30,10,45,0,-5,15
176740,"Mono Green",4,75,50,95,50,95,-10,0,-5,-5,-15,45,10,20,30,55
176799,"giraffes",4,10,45,70,90,60,15,10,15,5,0,10,10,20,20,-15
176880,"Bathing Beauty",4,55,85,95,90,55,-5,15,0,-20,-20,0,25,10,5,-5
177054,"red fish",4,10,25,55,95,35,30,45,10,0,-25,20,35,50,30,5
177150,"Tale",4.5,45,30,90,60,95,45,10,-5,-10,5,25,20,25,30,0
177203,"Felina",4,65,55,40,25,10,20,5,0,15,30,60,30,30,30,20
177422,"Hollyhock #5",4,90,65,60,50,45,10,70,80,75,65,50,-20,0,30,40
177544,"Womens Health Week",4,95,75,55,50,45,5,20,20,70,60,5,15,20,10,15
177641,"nameless twenty one",4,65,15,95,45,85,35,5,5,10,0,30,10,15,25,-5
177644,"nameless twenty two",4,75,80,25,75,50,10,15,30,20,60,-20,15,5,-10,0
178019,"Kyoto Autumn",5,20,40,90,75,70,30,20,5,5,-20,10,10,30,70,30
178155,"Sunny Garden Flower",4,25,60,80,15,35,45,65,-10,-10,-15,35,65,50,20,35
178401,"nameless twenty three",4,25,90,95,15,25,15,-10,-5,-15,-20,15,30,25,5,10
178547,"Chocolate Chip Cookie",4.5,10,35,15,55,45,15,25,20,15,20,10,35,25,40,40
178613,"Nepal Flags",4,25,35,100,70,60,45,35,5,-5,0,35,45,0,-15,-25
178618,"autumn beach",4,90,75,35,50,80,-55,-40,5,40,15,25,5,25,55,75
178688,"Mi Trademark Scent",4,10,15,85,10,10,-10,-15,0,-15,-5,15,15,55,15,5
178701,"Rapscallion",4,30,90,100,60,30,15,0,-5,0,20,15,30,40,30,15
178714,"Rosy Maple Moth",4,40,90,55,45,70,20,0,-20,-20,40,20,45,25,5,-10
179656,"Snow mountain",4,30,70,95,50,20,-5,0,0,10,5,10,-25,0,-30,-15
179876,"kim possible",4,70,5,45,60,35,-5,5,-10,30,10,25,0,50,60,30
179964,"Fifties Kitchen",4,50,70,95,90,60,-5,-5,5,10,25,10,15,5,5,10
179965,"Lime",4,90,85,75,55,35,0,-10,-20,-35,-25,5,30,50,60,40
179972,"Emergency Gear",4,45,55,100,70,50,60,55,0,-5,-5,55,55,5,25,20
180429,"Marigold I",4,50,70,80,25,25,25,20,10,30,-15,55,70,80,15,35
180531,"Autumn Serenade",4,25,60,55,80,45,25,30,40,10,5,35,50,60,80,30
180735,"Retro",4,80,40,30,45,75,-10,5,5,5,5,-5,10,10,15,25
180921,"scheme 1",4,20,65,95,45,20,-10,-35,-30,70,35,5,70,75,25,5
180976,"Good Morning Revival Muted",4,45,55,85,100,60,40,50,15,0,0,35,55,25,0,0
181150,"Earth Tones",4.5,50,85,95,45,20,35,5,-40,-20,-15,40,40,10,25,5
181166,"Jackson Sunset",4,65,65,40,50,55,55,55,20,35,40,30,30,-15,0,10
181202,"Shell Tide",4,100,95,75,30,15,-10,-20,-15,-15,-5,20,40,30,0,0
181203,"Darling",4,60,100,90,75,45,35,-5,-5,0,15,40,10,15,10,10
181284,"Summer Apple",4,100,95,65,25,10,5,-40,-50,50,30,5,55,65,30,15
181390,"Green & Red",4,15,20,25,65,85,30,15,5,-25,-35,20,25,30,50,60
181475,"Halloween Gothic",5,60,5,15,50,75,35,0,0,0,0,65,0,0,0,0
181956,"Earthy",4,50,55,80,20,15,5,5,0,5,5,-10,15,10,10,-5
182014,"nameless thirty six",4,20,85,60,30,15,15,0,-10,-10,-5,20,10,55,30,20
182149,"Summerset Pasture",4,35,50,95,50,20,40,20,0,0,-5,40,30,40,-5,15
182195,"leaf dark",4,15,75,70,40,60,5,-15,-5,-10,-15,10,65,20,30,40
182199,"tree on seed paper",4,45,95,70,80,55,20,0,0,-5,-20,20,10,10,20,15
182304,"50s Bathroom",4,40,65,70,90,65,-10,-25,-25,15,25,10,20,50,15,10
182459,"Dark Spices",4,5,40,70,20,15,5,0,0,35,5,5,20,20,30,20
182566,"Deco Diamonds",4,60,30,55,30,55,10,40,-25,50,60,50,-30,-5,40,0
182568,"Japanese Garden",4,70,85,95,20,50,10,-30,-5,5,65,10,35,25,-10,25
182671,"Banana Cream Asphalt",4,85,80,70,15,5,0,0,5,5,5,25,45,40,5,5
183005,"Uh Doh Bee Hut",4,45,80,90,80,65,35,20,0,-10,-10,45,55,30,-15,-25
183443,"mutualitats",4,45,20,40,70,95,15,10,-20,-35,-25,25,10,-5,-10,-5
183499,"Go Green",4,35,80,50,50,85,0,-5,-50,-15,-50,40,50,50,45,75
183739,"Robot Vampire",4,80,80,55,60,30,0,20,65,55,40,0,-20,65,60,-40
183790,"soulful1",4,35,50,65,45,30,25,30,5,-5,-5,25,40,30,-5,-10
183867,"coffee",4,55,10,35,100,10,5,10,5,5,10,5,10,15,0,-5
183952,"hip & retro",4,65,60,75,80,60,-5,-10,-50,-30,45,55,10,10,20,0
184065,"Steam Colors",4.25,30,65,90,60,80,0,-25,-40,-5,-10,0,45,70,-15,-25
184185,"Pretty Light",4.5,100,90,95,100,90,-15,-40,-35,-20,-30,85,80,60,35,30
184512,"yellow pipery",4,95,15,80,95,100,-10,-5,-20,-40,-10,95,-5,80,75,5
184548,"Joy",4,15,50,70,90,45,5,65,30,0,-40,-20,60,75,90,30
184549,"Blijdorp",4,20,80,60,70,50,0,-5,0,20,45,5,30,5,-5,-10
184784,"middle of the street",4,5,40,60,80,100,0,0,0,10,0,0,0,0,80,0
185074,"peppercorns bright",4,5,75,35,50,5,5,20,15,15,20,5,15,0,0,5
185275,"Restless Beach",4,45,70,90,80,25,15,-20,-5,-5,5,10,15,15,-10,20
185279,"Summer Day Pattern 08",4,75,40,70,55,45,15,65,-5,35,70,25,15,35,25,35
185781,"Book Week 1953",4.5,25,50,75,90,75,25,60,20,5,25,15,50,50,45,75
185788,"Egyptian Queen",4,55,65,75,30,25,75,45,25,30,45,65,70,80,-45,30
185918,"grows against walls",4.25,35,95,80,50,80,40,0,-15,-15,-25,20,30,45,25,20
185965,"Olympic",4,55,70,90,55,30,55,30,-5,10,20,65,70,-15,-50,-45
186048,"May 27th 2008 Sunrise",5,80,95,55,80,95,10,0,15,-5,-5,25,20,0,-10,40
186196,"Lakehouse kitchen",4,90,100,100,35,45,-5,-10,0,5,0,5,-5,5,15,15
186339,"Black Metal",5,10,5,100,20,35,0,0,5,5,5,0,0,0,-5,-5
186599,"Bubble Blue",4,70,100,90,5,85,60,5,-15,-5,30,0,5,0,5,5
186762,"London Landscape General",4,50,10,60,50,45,5,30,0,-50,70,0,20,-45,55,50
186820,"Calm Blues",4,80,60,50,20,15,-5,0,10,10,5,-20,-40,-45,-25,-20
186846,"Out of the office",4,0,5,10,95,95,0,0,0,0,10,0,0,0,15,5
187086,"zalia",4,30,30,40,75,30,25,0,-5,0,15,5,15,25,25,10
187168,"Octopussy",4,100,75,70,20,25,0,-20,-15,5,10,5,-20,-25,-25,-35
187275,"Creme Fresh",4,60,40,60,75,100,35,15,5,-5,-5,15,15,5,-5,-5
187590,"mintchoco ice",4.5,95,90,95,95,20,-25,-25,-20,0,5,10,-5,0,20,15
187749,"orange crush",4,60,60,20,75,90,20,55,55,-45,-20,-45,55,-70,5,10
187775,"Zombie Licker",4,10,10,5,40,20,30,30,5,-5,0,-15,0,0,45,25
187943,"Angelic",4,15,35,60,85,95,20,15,30,10,5,-15,-5,5,5,5
187958,"Chernobyl",4,90,55,30,50,35,5,10,20,5,45,0,50,15,15,30
188005,"Brushed Metal",4,100,20,70,100,60,5,0,-5,0,0,5,5,15,0,0
188078,"EyeCone",4.5,25,90,90,80,70,0,5,5,25,40,0,0,50,80,75
188188,"cerulean dream",4,60,95,85,55,40,-5,-10,-15,-20,-10,25,10,5,0,-10
188196,"swamp frog",4,60,30,80,60,45,0,-5,-20,0,-10,35,20,45,65,40
188402,"red hot",4.5,55,15,30,45,60,70,25,45,60,75,65,20,40,55,70
188873,"linknull",4,25,45,95,100,65,0,75,0,0,10,0,5,0,0,-55
189584,"Spa Day",4,55,55,45,5,40,10,5,15,10,20,-20,-35,-50,-15,-30
189603,"Cinque Terre Sunset",4,70,85,50,10,55,45,15,5,5,50,20,15,-25,-10,-5
189681,"Disney Inspiration",4,75,35,20,10,15,10,40,25,10,15,-20,-65,-45,-15,-25
190132,"TechnicoTV",4,65,55,100,35,20,50,5,0,-5,5,65,0,5,-20,-15
190144,"spScheme5",4,65,75,95,25,55,50,-25,-5,-5,-5,65,50,-5,-15,-35
190160,"I Didnt Understand",4,25,60,85,80,5,30,10,5,-5,0,15,15,15,20,0
190171,"Pretty (Ugly Before)",4.3333,35,45,85,90,50,40,25,0,0,10,35,30,30,0,-10
190209,"Stupidity Tries",4,10,50,75,50,20,15,15,0,-5,0,10,30,10,-5,5
190719,"Heathy shake",4,40,50,85,80,35,10,45,0,-20,25,20,40,25,45,0
191136,"Spring Shackin Up",4,40,80,65,75,85,30,25,0,-5,-15,25,25,40,50,70
191676,"June 4th 2008",4.3333,90,95,50,80,65,0,0,15,0,0,30,20,0,-10,-15
191757,"My Goodness My Guinness",5,85,70,15,5,0,5,10,15,10,0,40,50,15,5,0
191910,"fresh mush",4,35,85,90,70,75,25,-5,-5,-5,5,25,50,20,10,-15
192514,"Night Wolf",4,65,60,15,35,45,0,-5,0,-5,15,40,0,0,-5,5
192709,"Autumns Coming",4,100,70,100,80,45,-20,-25,-10,15,50,40,55,55,85,50
192835,"Miami Popsicle",5,70,65,95,95,95,35,40,-45,-45,-40,30,30,20,35,55
193429,"An Enemy: Anemone",4,20,35,35,50,70,-5,20,25,-5,-5,25,15,20,-15,-25
193704,"streetlife",4,15,35,100,85,100,0,55,-5,-10,-5,10,50,0,20,25
193778,"Raspberry field",4,25,60,80,65,45,45,30,20,0,60,30,40,40,40,35
194373,"Wild Corn",4,60,90,70,80,30,-10,0,15,5,5,10,25,45,40,0
194775,"Adobe Hut",4,75,45,70,60,90,0,40,25,-5,-20,-30,25,15,25,65
194849,"Sakura Pastel",4,50,75,85,75,55,35,40,35,50,50,25,30,-15,-20,-25
194856,"Bloos",4,100,95,90,85,80,5,0,0,-5,-5,0,-5,-10,-20,-25
194947,"retro",4,50,60,90,90,30,15,30,5,0,35,15,30,35,15,15
195029,"Maybe",4,80,30,50,85,20,-10,40,-5,15,10,35,45,0,50,30
195103,"Bruised",4,70,25,20,10,5,15,15,0,25,5,20,10,0,10,5
195365,"Keegans Manitou Graffiti",4,25,90,30,35,60,40,10,15,-5,-10,30,15,15,-20,-30
195682,"A View From The Fence",4,25,70,90,35,80,15,5,0,-10,-5,30,35,40,35,-20
195737,"fall sunset",4,40,50,70,80,90,35,45,35,15,0,30,45,60,70,75
195770,"chocolatJJ",4,60,70,35,95,75,60,40,5,-10,-15,45,30,25,40,5
195794,"Irish Coast",4,35,95,65,25,40,0,0,5,0,-5,-5,5,15,20,30
195988,"Anonymous 1",4,10,55,70,55,15,25,80,-25,-30,5,10,60,25,10,10
196094,"dark vagina",4,30,60,65,80,100,50,60,50,20,0,40,55,55,30,10
196570,"Huntin Wabbits",4,35,65,45,100,70,5,5,0,0,5,10,20,30,5,0
196800,"Think Pink",4,85,65,55,35,25,45,75,70,60,45,-25,-35,0,15,15
196803,"Seeing Red and Orange",4,65,65,50,35,15,20,25,50,50,30,55,65,55,40,25
196816,"SFlobby",4,15,25,85,100,75,20,20,5,0,0,25,35,20,5,25
196906,"above the clouds",4,65,80,70,35,20,55,25,40,5,5,55,35,50,-20,-10
197049,"Tiger Tiger Ice Cream",4.3333,60,75,100,20,5,60,40,5,5,5,60,55,5,15,5
197726,"Arctic Gold",4,30,60,80,95,50,0,-5,-5,-5,5,-10,-15,-10,-5,50
197808,"support stockings",4,60,20,75,85,80,30,15,10,0,-5,30,25,45,20,60
197881,"Phat like your mother contains nuff calories",4,60,75,95,45,55,-20,-15,-10,55,85,-25,-15,90,5,25
198125,"hot summer",4,5,60,100,65,80,20,45,0,45,15,10,40,5,70,50
198141,"youth",4,25,45,95,85,50,40,60,5,5,-5,40,55,10,20,30
198224,"Summer Breeze",4,100,75,85,80,65,5,-25,-10,-30,-15,0,-25,-25,-25,-35
198504,"Peach Tree",4.5,65,20,70,55,35,45,15,50,40,30,50,20,55,45,30
198774,"canela",4,65,85,100,90,35,-5,-5,-5,5,20,30,30,25,40,10
198853,"circus fun",4,35,45,75,90,85,80,70,30,-60,-40,-100,45,75,20,80
198878,"torres2analogo",4,55,65,60,45,60,10,0,-10,-20,-10,60,50,65,30,25
199169,"HULK SMASH!",4,55,50,35,30,20,-55,-50,-35,65,45,60,50,40,-55,-40
199358,"bill brazil k05 2",5,55,35,70,55,50,65,20,-35,-40,70,50,-5,60,30,30
199632,"Kings Crossing",4,10,20,55,75,20,15,35,5,0,35,10,30,30,25,10
199876,"retro pink",4,30,55,80,45,20,-30,-30,0,55,40,35,35,35,30,25
199879,"cupcake paper",4,60,70,90,60,10,90,70,5,-30,10,-10,-40,0,-5,10
200382,"AUDI2",4,90,60,95,70,100,0,0,5,5,5,-15,-20,20,25,15
200423,"N T 19",5,10,40,75,55,65,15,15,5,-20,-20,10,20,25,10,0
201193,"Warm summer evening",5,15,80,95,100,80,30,-45,-35,0,10,-20,5,10,5,50
201298,"cool desert",4,90,70,85,95,30,5,5,0,0,0,0,25,15,15,5
201368,"Veerle yoyo",4,55,100,45,25,90,-5,-5,60,10,-10,30,10,25,0,20
201780,"mix10",4,80,60,55,10,45,5,10,-25,15,60,50,25,20,0,40
202239,"Slow Melody",4,85,70,95,70,85,-10,-15,5,10,20,0,-5,10,15,30
202609,"Cardigan",4,25,35,60,70,40,10,0,-5,15,20,20,10,15,35,10
203160,"red black office",4,60,25,90,85,10,40,45,0,5,0,65,30,10,15,5
203224,"november wedding",4,85,55,100,50,80,-5,-15,0,20,15,10,20,5,-10,-5
203296,"bill santorini v01",4,65,90,40,85,55,35,5,0,10,40,40,25,-15,50,5
203464,"retro",4.25,25,75,90,95,90,25,20,-5,-15,-20,35,75,90,35,-5
203897,"Cameo  wedding 1",4,15,45,65,95,10,30,-15,10,-5,30,-20,20,40,50,-5
203921,"myPrecious ruby",4,20,45,40,60,95,25,25,40,50,25,15,0,10,-10,-10
204068,"warm house",4,25,70,85,25,35,5,0,-10,30,5,20,55,45,20,25
204536,"Alpaca",4,30,75,20,35,10,-5,-5,5,0,5,-10,10,-5,-5,-5
204575,"Countryside Alibi",4,15,25,45,80,50,5,20,15,0,0,15,20,40,15,20
204840,"desert rose",4,80,75,85,85,80,45,35,25,15,20,-10,10,15,30,25
204964,"Urban Bronx",4,45,100,85,55,10,5,5,-15,-5,5,20,0,-20,-25,-5
205062,"Big Trak",4.5,45,25,90,65,45,5,40,-10,40,65,-10,-55,85,65,40
205289,"Pink Spasm",4,45,55,50,20,45,5,75,75,40,70,15,10,20,15,30
205291,"Melon Autumn",4.5,30,60,50,65,45,55,45,25,10,-10,45,65,55,70,35
205313,"Desert Road",4,5,55,65,85,40,0,55,45,-5,-5,0,55,60,0,-10
205464,"Summer Time",4,60,65,80,90,75,65,50,20,0,-20,60,65,75,35,0
205465,"Old paper",4,75,95,95,55,85,5,0,5,5,5,10,10,15,15,20
205958,"arctic sky",4,65,75,70,35,20,35,30,10,10,10,50,55,-40,-25,-10
206008,"LEGO LAND",5,40,5,100,5,55,70,5,-20,5,80,-95,5,95,0,70
206222,"Royal Hunt",4,70,70,50,25,55,0,10,10,20,20,-25,25,25,-20,-20
206250,"Future Past",4,55,95,55,45,70,80,-15,-10,-10,50,60,65,60,30,35
206536,"paper flower",4,65,75,85,75,55,-5,-10,10,40,55,40,35,20,10,35
207170,"Damp Citrus",4,40,70,80,35,50,30,20,10,-5,-25,50,70,80,45,55
207288,"Forever Young",4,40,90,75,45,30,25,10,-5,65,50,25,30,45,10,15
207743,"Shades of Grey",4,100,90,70,50,20,5,5,5,5,5,0,0,0,0,0
207803,"Unhappy Camper",4,20,80,40,40,10,15,15,-5,0,0,25,45,40,10,5
207976,"Winter beach",4,75,95,95,80,60,-15,0,5,-5,-5,-15,-5,40,45,55
208080,"Fake Tan",4,55,65,70,75,45,55,35,20,10,25,65,70,70,75,55
208083,"Soft Summer Breeze",4,85,80,75,70,100,-10,0,-5,-15,-25,50,65,-5,25,80
208236,"Biscuit Fetish",4,35,50,65,75,25,45,20,15,5,25,30,50,60,70,10
208373,"King Kong",4,30,50,80,95,10,35,60,5,5,15,25,45,10,10,0
208490,"Punk Snot Dead",4,0,55,0,0,75,0,80,0,0,-50,0,-5,0,0,70
208572,"Daddy and Me",4,30,60,100,45,75,5,25,5,5,10,5,20,10,-20,15
208784,"wood chimes",4,25,40,60,75,100,25,30,35,25,5,25,35,50,50,0
209241,"Purple Dress Red Hair",4,65,75,60,50,45,35,50,65,65,65,60,-30,-45,-30,-10
209248,"50s Diner",4,75,90,100,95,75,60,25,-25,-20,-45,-25,-5,35,-5,10
209329,"Gentle Giant",4,80,60,25,45,75,10,20,5,0,-10,-15,-10,5,15,0
209677,"terrestrial moss",4,15,40,25,85,80,5,5,0,0,-5,10,35,20,20,15
209869,"Sunny Summer",4.3333,30,55,95,80,60,70,45,-10,-30,-20,-85,-70,70,65,45
209922,"Afterthought Safety Measure",4,0,80,0,80,0,0,5,0,5,0,0,75,0,75,0
210274,"existing",4.5,85,70,50,45,25,5,-10,5,10,10,10,30,-40,35,25
210448,"Save Energy",4,80,45,25,15,90,-25,-25,-25,-20,-5,80,50,35,20,-10
210464,"Pear Truffle",4,25,15,10,70,90,5,10,10,-25,-5,10,10,5,45,20
210500,"funk violet",5,80,70,20,35,45,-30,-40,20,55,55,15,10,-20,-50,-35
210604,"Derelict Apartment",4.5,30,10,50,90,40,0,15,5,-5,0,5,15,5,10,5
211001,"We Want Fishsticks",4,35,50,70,55,10,5,-25,-35,70,10,0,0,-5,65,-20
211307,"Rabbit In Yr Headlights",4,95,75,55,45,55,0,-10,-30,-20,-20,10,20,40,10,-10
211340,"spring garden",4,65,95,40,85,95,50,-20,-10,-20,-10,25,65,35,0,-5
211408,"Yummy Pastels",4.5,95,90,80,70,75,-25,-35,-5,35,45,45,20,-25,-40,-10
211555,"SportsChannel 1997 #2",4,20,40,25,35,45,0,30,25,45,20,10,20,-15,40,50
211637,"summer",4,60,40,10,85,35,-10,10,10,10,10,30,-15,-5,5,5
211978,"Rhayader",4,90,100,45,60,75,-10,-5,15,-15,-15,20,0,45,5,30
212024,"unique",4,50,25,55,90,65,-20,5,-20,0,65,-5,5,35,15,10
212029,"dusty buddha",4,70,70,25,85,65,5,40,10,-10,-30,-10,50,0,60,5
212602,"bill santa fe v02",4,35,35,65,45,25,55,0,35,55,35,35,0,50,35,5
212841,"Awake",4,60,80,95,75,55,5,0,5,-5,20,15,5,0,70,25
213077,"bill pure intensity 1",4.5,60,40,75,15,65,75,65,30,20,45,60,55,70,-30,70
213371,"bill artist 1",4,35,80,65,20,40,50,0,-15,-10,55,30,35,20,-10,30
213447,"Background vintage circus 1",4,55,70,50,55,35,25,15,35,35,25,30,35,15,30,5
213673,"Mockingbird",4,55,40,30,20,10,50,55,35,20,10,50,15,20,15,10
214022,"The Joker",4.25,50,70,40,25,45,65,15,20,20,-20,45,-5,-15,-20,25
214215,"happy 4th",4.5,85,75,40,20,40,0,0,5,5,60,-5,-15,-30,-25,25
214992,"decorada grey blue",4,100,50,15,30,75,0,-15,0,5,0,5,-20,0,5,10
215772,"Brownstones",4,45,75,80,40,10,35,25,5,-5,0,25,35,15,-5,-10
215848,"ID 1",4,85,95,90,60,15,15,5,-15,-15,35,75,25,35,10,25
215934,"Designed to Sell 08",4,60,75,35,35,15,10,5,50,-15,10,60,30,40,35,15
216112,"Cork",4.5,35,60,75,85,45,10,15,10,0,5,35,60,65,45,40
216651,"Advent",4,30,40,50,75,95,60,15,35,10,5,-35,-30,25,30,20
216945,"Fall Day",4,45,70,75,65,55,0,35,25,-30,-15,40,75,80,-15,-20
217098,"Bleached",4,65,85,75,50,60,-5,-5,15,-5,45,25,20,50,5,40
217390,"green orange yellow",5,85,70,65,50,15,10,35,60,-25,-15,85,75,75,55,20
218381,"French Farm Girl",4,35,70,80,60,75,45,30,10,-10,-20,25,20,20,30,45
218740,"Attorney",4.5,30,70,30,65,100,40,35,5,0,0,35,60,30,20,0
219145,"Little Tree Frog",4,75,70,85,65,40,-25,0,-30,-30,-25,40,70,75,60,45
219337,"isthmus",4.3333,85,80,100,95,95,0,-5,5,-15,5,-25,0,0,95,-5
219738,"Back To The Future",4,100,60,60,85,50,5,0,65,-10,-5,5,0,70,-30,-25
220014,"Cyanide",4,5,30,100,95,50,0,0,5,-5,-5,0,0,0,0,0
220048,"carrot cake",4,60,75,75,100,95,55,35,20,-10,-5,60,65,70,40,50
220344,"Cat in the Brothel",4,20,40,55,35,90,40,60,45,20,0,30,50,60,35,35
220368,"so retro",4,85,40,100,95,60,-30,35,-20,0,50,75,-5,0,40,60
220370,"Glass Floor",4.3333,20,65,40,80,100,20,5,-10,-10,5,-5,20,5,15,0
220459,"portfolio2",4.5,60,95,95,50,55,15,5,0,-20,0,35,15,20,15,-5
220933,"Vintage Pop",4,80,100,80,60,40,-10,-5,-5,75,-10,20,40,65,60,20
221016,"bronze royale",4.2,55,20,15,25,50,10,0,20,20,0,50,0,25,40,5
221066,"Beach Umbrella",4,95,60,90,30,90,-10,70,-25,50,20,80,55,20,40,5
221166,"Superior Livestock",4.5,60,50,80,30,40,5,5,5,20,0,20,-20,10,20,5
221430,"colonel mustard",4,20,15,85,65,65,5,5,0,-5,5,10,10,10,20,60
221467,"underwater glass",4.5,90,75,65,35,95,-45,-25,0,20,-35,-10,-30,-50,-50,0
221679,"Sunset with purple",4.5,10,50,75,85,40,30,50,30,10,30,15,45,55,55,10
222079,"M",4,45,10,70,85,20,-25,-5,-30,0,35,35,5,50,15,10
222808,"Lagoon",4,100,30,100,60,60,-15,-10,-20,-15,-40,40,5,5,55,10
222829,"Day At the Beach",4,50,70,95,50,50,60,50,-45,10,0,45,45,-10,-50,-25
222838,"Old Rose",4.5,35,60,85,55,15,25,45,15,-20,-20,10,20,10,35,20
222842,"Iris",4,65,45,85,65,15,-20,-20,5,15,20,50,40,-15,-35,-20
223063,"Red Dark",4,60,45,35,20,15,80,70,55,40,35,55,55,40,30,20
223156,"Chilly",4,100,90,75,55,35,-25,-15,0,20,40,10,-10,-30,-45,-60
223320,"Light Iris",4,65,65,45,70,60,-30,-40,35,35,45,50,65,-50,-40,-55
223363,"retro warm",4,40,50,40,95,65,65,45,15,-5,0,55,60,45,40,60
223829,"neon black 01",4.5,5,40,75,95,70,0,5,0,-5,-20,5,-5,0,5,70
224052,"Retro",4,80,55,30,75,65,-25,40,15,10,-20,20,55,35,75,65
224960,"Thistle",4,95,65,70,40,60,-5,-20,35,35,45,20,30,-25,-25,-30
224991,"sante fe  surprise",4,70,50,60,75,30,30,45,20,-35,-10,45,45,30,10,0
225426,"Muted Goodness",4,85,60,20,45,5,10,5,5,-10,0,10,30,20,15,5
225467,"Citrus",4,70,75,80,65,100,35,25,10,-20,5,75,80,80,70,0
225515,"Candy Store",4,85,75,85,75,60,15,30,-20,-40,70,30,70,85,75,25
225529,"A Happy Place",4,50,95,90,95,75,55,5,-35,-25,45,30,15,70,45,-10
225542,"Happy Day",4,85,75,85,90,100,15,25,-25,-5,5,20,80,85,-10,0
225781,"electro city sounds",4,100,80,100,55,25,-5,-40,0,80,0,30,-10,5,0,0
226289,"sandlot",4,5,50,70,100,80,0,15,10,5,-5,0,50,40,0,-30
226298,"Vismayo",4,100,70,85,100,45,0,-15,-15,0,55,0,55,70,15,-15
226328,"ping pong",4,15,65,85,75,65,0,10,10,35,50,5,30,75,65,60
226387,"Dark Knight Scenics",4.3333,35,70,50,25,10,60,30,-15,0,15,50,70,-15,-20,-25
226623,"Balboa Park Color Theme 1",4,65,70,75,95,95,25,40,25,-5,-10,20,45,50,45,70
226974,"The Chill",4,45,90,70,40,10,25,5,-15,0,15,25,5,0,-10,0
226977,"The Chill Phase 2",5,45,90,65,20,10,25,5,0,25,15,25,5,0,5,0
227385,"attitude",4,90,70,55,45,15,-10,-30,0,60,5,25,60,10,40,-5
227483,"Gleska",4,100,80,100,15,50,-10,-15,0,5,-5,35,5,10,5,5
227917,"Deep Ocean",4,30,70,90,80,20,-5,-5,-5,-20,-10,15,20,5,0,-10
228016,"Kyoto Bicycles",4,100,95,30,70,45,5,-5,30,-20,70,0,55,40,60,50
228437,"24 Carat Claret",4.5,95,80,20,15,10,0,5,30,15,5,50,60,15,5,5
228529,"argyle dog",4,90,60,30,90,85,-5,-5,-5,0,-5,70,15,15,25,-5
229784,"Alice in Wonderland",4,70,50,100,85,100,75,75,0,-15,-20,-45,-5,5,-25,95
230861,"DigitalDay 08",4.5,90,75,90,70,40,-15,15,0,-35,-10,-10,80,75,70,-5
231018,"dr pepper",4.5,100,45,35,25,15,5,70,55,45,30,5,55,50,35,10
231261,"U Turn",4.3333,55,100,55,90,55,15,0,0,5,40,35,20,5,45,45
232019,"The Joker",4,20,10,15,80,45,10,10,-10,-10,-25,-25,-5,10,10,0
232240,"weatpurple",4,30,25,20,30,25,20,45,45,60,55,-45,-65,-60,-50,-60
232429,"web6677 dark",4.5,5,5,40,10,20,0,0,0,0,0,0,0,0,0,0
232833,"swimming pool",4.5,95,85,80,60,35,0,5,-5,-10,-5,40,10,-15,-25,-15
233165,"fitness expert",4.3333,30,95,75,40,10,0,5,-55,-35,0,-5,-5,65,30,5
233318,"cotton candy",4,50,45,35,50,45,75,70,65,50,70,30,15,5,-15,-5
233914,"Hush",4,80,40,25,15,60,0,5,5,0,70,20,0,10,0,45
233941,"utopian dream",4,65,85,95,35,90,40,15,-5,15,-10,-60,10,50,-15,5
234097,"flower power",4,95,80,75,60,45,-5,10,30,65,45,25,80,70,45,30
234231,"Tiger Lily",4.5,30,80,95,75,30,40,15,-10,-35,-15,25,85,55,40,25
234514,"coffee and newspaper",4,35,50,10,75,80,45,50,15,15,15,40,50,10,35,60
234721,"hot summer wildflower",5,75,50,75,20,35,20,-10,-15,55,75,80,55,80,-60,-80
235171,"Military",4,85,100,50,25,15,-5,0,-20,5,0,75,5,55,25,20
235218,"Mondays Palette",4.5,85,65,35,35,45,5,5,5,45,5,45,15,20,40,10
235274,"Paisley necktie",4,35,25,65,35,30,25,-15,-20,15,15,-5,-5,5,30,20
